000359,42,1.5,291,49.5,168
000360,42,1.5,283.5,83.25,175.5
000361,42,1.5,276,117,183
000362,42,15,274.5,133.5,183
000363,42,57,272,133.5,183.5
000364,42,99,269.5,133.5,184
000365,42,141,267,133.5,184.5
000366,42,174,264,131.25,179.25
000367,42,207,261,129,174
000368,42,245.25,260.25,129.75,174
000369,42,283.5,259.5,130.5,174
000370,42,324.75,258.75,128.25,176.25
000371,42,366,258,126,178.5
000372,42,392,256,125,179.5
000372,48,1.5,246,64.5,180
000373,42,418,254,124,180.5
000373,48,1.5,237,100.5,187.5
000374,42,444,252,123,181.5
000374,48,6,243,132,183
000375,42,462.75,257.25,129,183.75
000375,48,43.5,242.25,139.5,186
000376,42,481.5,262.5,135,186
000376,48,81,241.5,147,189
000377,42,492,258,135,187.5
000377,48,116.25,239.25,144.75,189
000378,42,502.5,253.5,135,189
000378,48,151.5,237,142.5,189
000379,42,513,249,135,190.5
000379,48,182.5,237,141.5,186.5
000380,42,524,255.5,136,189.5
000380,48,213.5,237,140.5,184
000381,42,535,262,137,188.5
000381,48,244.5,237,139.5,181.5
000382,42,546,268.5,138,187.5
000382,48,278,236,138.5,183
000383,42,556,265,142,191
000383,48,311.5,235,137.5,184.5
000384,42,566,261.5,146,194.5
000384,48,345,234,136.5,186
000385,42,576,258,150,198
000385,48,358,232.5,140,187
000386,42,575.25,257.25,143.25,201
000386,48,371,231,143.5,188
000387,42,574.5,256.5,136.5,204
000387,48,384,229.5,147,189
000388,42,558.75,269.25,139.5,203.25
000388,48,388,234,145,190.5
000389,42,543,282,142.5,202.5
000389,48,392,238.5,143,192
000390,42,529.5,276.5,142,202
000390,48,396,243,141,193.5
000391,42,516,271,141.5,201.5
000391,48,410,240.5,141.5,192.5
000392,42,502.5,265.5,141,201
000392,48,424,238,142,191.5
000393,42,499.5,270.75,141.75,199.5
000393,48,438,235.5,142.5,190.5
000394,42,496.5,276,142.5,198
000394,48,466.5,238,145.5,190
000395,42,503.5,280,144.5,200.5
000395,48,495,240.5,148.5,189.5
000396,42,510.5,284,146.5,203
000396,48,523.5,243,151.5,189
000397,42,517.5,288,148.5,205.5
000397,48,553,240,147,191.5
000398,42,513.75,282,149.25,216.75
000398,48,582.5,237,142.5,194
000399,42,510,276,150,228
000399,48,612,234,138,196.5
000400,42,501.75,291.75,152.25,227.25
000400,48,622.5,242.5,144.5,199
000401,42,493.5,307.5,154.5,226.5
000401,48,633,251,151,201.5
000402,42,482.5,304,155.5,228
000402,48,643.5,259.5,157.5,204
000403,42,471.5,300.5,156.5,229.5
000403,48,657,254,158,206.5
000404,42,460.5,297,157.5,231
000404,48,670.5,248.5,158.5,209
000405,42,466.5,304,160,229.5
000405,48,684,243,159,211.5
000406,42,472.5,311,162.5,228
000406,48,702.5,250,162.5,212.5
000407,42,478.5,318,165,226.5
000407,48,721,257,166,213.5
000408,42,496,320,169,230.5
000408,48,739.5,264,169.5,214.5
000409,42,513.5,322,173,234.5
000409,48,759,261,170,215
000410,42,531,324,177,238.5
000410,48,778.5,258,170.5,215.5
000411,42,517,329.5,180,236.5
000411,48,798,255,171,216
000412,42,503,335,183,234.5
000412,48,799,261.5,171,219.5
000413,42,489,340.5,186,232.5
000413,48,800,268,171,223
000414,42,453.5,339,189.5,234.5
000414,48,801,274.5,171,226.5
000415,42,418,337.5,193,236.5
000415,48,798.5,271.5,176,230
000416,42,382.5,336,196.5,238.5
000416,48,796,268.5,181,233.5
000417,42,364,340.5,188,241.5
000417,48,793.5,265.5,186,237
000418,42,345.5,345,179.5,244.5
000418,48,806,274.5,183.5,237
000419,42,327,349.5,171,247.5
000419,48,818.5,283.5,181,237
000420,42,320.5,355,173.5,254.5
000420,48,831,292.5,178.5,237
000421,42,314,360.5,176,261.5
000421,48,845,291,184,238
000422,42,307.5,366,178.5,268.5
000422,48,859,289.5,189.5,239
000423,42,281,371.5,180.5,270
000423,48,873,288,195,240
000424,42,254.5,377,182.5,271.5
000424,48,877.5,288,196.5,243.75
000425,42,228,382.5,184.5,273
000425,48,882,288,198,247.5
000426,42,190,387,191.5,277
000426,48,875,299,198.5,248.5
000427,42,152,391.5,198.5,281
000427,48,868,310,199,249.5
000428,42,114,396,205.5,285
000428,48,861,321,199.5,250.5
000429,42,93.5,397.5,208,288.5
000429,48,865.5,316.5,201,253
000430,42,73,399,210.5,292
000430,48,870,312,202.5,255.5
000431,42,52.5,400.5,213,295.5
000431,48,874.5,307.5,204,258
000432,42,50.25,405.375,219.375,300.75
000432,48,888,320.5,209,261.5
000433,42,48,410.25,225.75,306
000433,48,901.5,333.5,214,265
000434,42,45.75,415.125,232.125,311.25
000434,48,915,346.5,219,268.5
000435,42,43.5,420,238.5,316.5
000435,48,912.5,342.5,223.5,279
000436,42,30,432,242,321
000436,48,910,338.5,228,289.5
000437,42,16.5,444,245.5,325.5
000437,48,907.5,334.5,232.5,300
000438,42,3,456,249,330
000438,48,899,350,234.5,303.5
000439,42,2,458.5,224,334
000439,48,890.5,365.5,236.5,307
000440,42,1,461,199,338
000440,48,882,381,238.5,310.5
000441,42,0,463.5,174,342
000441,48,881,377,240,309.5
000442,42,0.5,467.5,170.5,350
000442,48,880,373,241.5,308.5
000443,42,1,471.5,167,358
000443,48,879,369,243,307.5
000444,42,1.5,475.5,163.5,366
000444,48,895.5,380.625,247.875,311.625
000445,42,1.5,489.75,183,371.25
000445,48,912,392.25,252.75,315.75
000446,42,1.5,504,202.5,376.5
000446,48,928.5,403.875,257.625,319.875
000447,42,0.75,493.5,209.25,382.5
000447,48,945,415.5,262.5,324
000447,61,1.5,202.5,40.5,172.5
000448,42,0,483,216,388.5
000448,48,942,415.5,268.5,338.5
000448,61,6,189,55.5,189
000449,42,0.75,501.75,205.5,395.25
000449,48,939,415.5,274.5,353
000449,61,1.5,183,79.5,196.5
000450,42,1.5,520.5,195,402
000450,48,936,415.5,280.5,367.5
000450,61,3,186,90,187.5
000451,42,0.75,535.5,180.75,403.5
000451,48,921.5,429,288,375
000451,61,1.5,180,108.75,191.25
000452,42,0,550.5,166.5,405
000452,48,907,442.5,295.5,382.5
000452,61,0,174,127.5,195
000453,42,0.75,540.75,165,402
000453,48,892.5,456,303,390
000453,61,12,175.5,129.75,191.25
000454,42,1.5,531,163.5,399
000454,48,896,458,307.5,394.5
000454,61,24,177,132,187.5
000455,42,2,547,181.5,411
000455,48,899.5,460,312,399
000455,61,41,180,135,189
000456,42,2.5,563,199.5,423
000456,48,903,462,316.5,403.5
000456,61,58,183,138,190.5
000457,42,3,579,217.5,435
000457,48,926,481,319.5,413
000457,61,75,186,141,192
000458,42,12.5,582.5,260,443.5
000458,48,949,500,322.5,422.5
000458,61,88,182,141,194
000459,42,22,586,302.5,452
000459,48,972,519,325.5,432
000459,61,101,178,141,196
000460,42,31.5,589.5,345,460.5
000460,48,993,512.25,345,439.5
000460,61,114,174,141,198
000461,42,57,606.75,348.75,457.5
000461,48,1014,505.5,364.5,447
000461,61,129,176.5,139.5,194
000462,42,82.5,624,352.5,454.5
000462,48,1025.5,533,371,461
000462,61,144,179,138,190
000463,42,107,644.5,366,434
000463,48,1037,560.5,377.5,475
000463,61,159,181.5,136.5,186
000464,42,131.5,665,379.5,413.5
000464,48,1048.5,588,384,489
000464,61,177,182,137,189
000465,42,156,685.5,393,393
000465,48,1073.5,584,395,493.5
000465,61,195,182.5,137.5,192
000466,42,189,682,400,396.5
000466,48,1098.5,580,406,498
000466,61,213,183,138,195
000467,42,222,678.5,407,400
000467,48,1123.5,576,417,502.5
000467,61,221.5,178,143.5,194.5
000468,42,255,675,414,403.5
000468,48,1192.5,612,416,466.5
000468,61,230,173,149,194
000469,42,332.5,684,418.5,394.5
000469,48,1261.5,648,415,430.5
000469,61,238.5,168,154.5,193.5
000470,42,410,693,423,385.5
000470,48,1330.5,684,414,394.5
000470,61,239.5,178.5,154.5,195
000471,42,487.5,702,427.5,376.5
000471,48,1410,685.5,460.5,393
000471,61,240.5,189,154.5,196.5
000472,42,576.375,708,433.5,370.5
000472,48,1488,685.5,430.5,393
000472,61,241.5,199.5,154.5,198
