000001,10023,708,141,45,55.5
000001,10114,846,165,39,52.5
000001,10022,1021.5,160.5,45,52.5
000001,10116,1030.5,183,42,39
000001,10010,1176,166.5,42,45
000001,10005,864,136.5,43.5,46.5
000001,10115,589.5,174,37.5,45
000001,10044,648,144,34.5,46.5
000001,10087,747,154.5,33,40.5
000001,10117,823.5,162,37.5,42
000001,10021,951,133.5,37.5,42
000001,10015,648,130.5,30,40.5
000001,10118,979.5,115.5,27,37.5
000001,10067,765,126,33,39
000001,10119,592.5,118.5,37.5,42
000001,10006,471,115.5,28.5,39
000001,10012,454.5,112.5,27,37.5
000001,10033,549,120,24,31.5
000001,10083,537,91.5,30,37.5
000001,10059,630,112.5,30,42
000001,10081,706.5,97.5,27,39
000001,10076,744,127.5,25.5,36
000002,10022,1021.5,161.25,44.4,52.65
000002,10114,848.7,165.75,39,52.2
000002,10023,709.05,141.15,44.85,55.2
000002,10116,1031.83,183.167,41.3333,40
000002,10010,1176.83,167.167,41.8333,45
000002,10005,864.667,137.667,42.6667,46.1667
000002,10115,589.667,174.333,37.6667,44.8333
000002,10021,952.385,133.5,37.3846,42
000002,10117,824.942,162.346,37.5,42.2308
000002,10087,747.231,154.846,32.9423,40.3269
000002,10044,647.712,144.058,34.6154,46.6731
000002,10015,649.857,130.714,30.1429,40.6429
000002,10118,979.643,115.5,27.1429,37.9286
000002,10067,765.786,126,32.8571,39.0714
000002,10119,593.857,118.929,37.0714,41.7857
000002,10006,472.8,115.5,28.05,38.85
000002,10081,708.45,97.95,26.7,38.55
000002,10059,629.85,112.35,29.1,41.55
000002,10083,540.6,91.8,29.7,36.9
000002,10033,551.55,120.6,24.45,31.5
000002,10012,456.3,112.5,26.85,37.35
000002,10076,745.125,127.688,25.5,36.0938
000003,10022,1021.5,162,43.8,52.8
000003,10114,851.4,166.5,39,51.9
000003,10023,710.1,141.3,44.7,54.9
000003,10116,1033.17,183.333,40.6667,41
000003,10010,1177.67,167.833,41.6667,45
000003,10005,865.333,138.833,41.8333,45.8333
000003,10115,589.833,174.667,37.8333,44.6667
000003,10021,953.769,133.5,37.2692,42
000003,10117,826.385,162.692,37.5,42.4615
000003,10087,747.462,155.192,32.8846,40.1538
000003,10044,647.423,144.115,34.7308,46.8462
000003,10015,651.714,130.929,30.2857,40.7857
000003,10118,979.786,115.5,27.2857,38.3571
000003,10067,766.571,126,32.7143,39.1429
000003,10119,595.214,119.357,36.6429,41.5714
000003,10006,474.6,115.5,27.6,38.7
000003,10081,710.4,98.4,26.4,38.1
000003,10059,629.7,112.2,28.2,41.1
000003,10083,544.2,92.1,29.4,36.3
000003,10033,554.1,121.2,24.9,31.5
000003,10012,458.1,112.5,26.7,37.2
000003,10076,746.25,127.875,25.5,36.1875
000004,10022,1021.5,162.75,43.2,52.95
000004,10114,854.1,167.25,39,51.6
000004,10023,711.15,141.45,44.55,54.6
000004,10116,1034.5,183.5,40,42
000004,10010,1178.5,168.5,41.5,45
000004,10005,866,140,41,45.5
000004,10115,590,175,38,44.5
000004,10021,955.154,133.5,37.1538,42
000004,10117,827.827,163.038,37.5,42.6923
000004,10087,747.692,155.538,32.8269,39.9808
000004,10044,647.135,144.173,34.8462,47.0192
000004,10015,653.571,131.143,30.4286,40.9286
000004,10118,979.929,115.5,27.4286,38.7857
000004,10067,767.357,126,32.5714,39.2143
000004,10119,596.571,119.786,36.2143,41.3571
000004,10006,476.4,115.5,27.15,38.55
000004,10081,712.35,98.85,26.1,37.65
000004,10059,629.55,112.05,27.3,40.65
000004,10083,547.8,92.4,29.1,35.7
000004,10033,556.65,121.8,25.35,31.5
000004,10012,459.9,112.5,26.55,37.05
000004,10076,747.375,128.063,25.5,36.2813
000005,10022,1021.5,163.5,42.6,53.1
000005,10114,856.8,168,39,51.3
000005,10023,712.2,141.6,44.4,54.3
000005,10116,1035.83,183.667,39.3333,43
000005,10010,1179.33,169.167,41.3333,45
000005,10005,866.667,141.167,40.1667,45.1667
000005,10115,590.167,175.333,38.1667,44.3333
000005,10021,956.538,133.5,37.0385,42
000005,10117,829.269,163.385,37.5,42.9231
000005,10087,747.923,155.885,32.7692,39.8077
000005,10044,646.846,144.231,34.9615,47.1923
000005,10015,655.429,131.357,30.5714,41.0714
000005,10118,980.071,115.5,27.5714,39.2143
000005,10067,768.143,126,32.4286,39.2857
000005,10119,597.929,120.214,35.7857,41.1429
000005,10006,478.2,115.5,26.7,38.4
000005,10081,714.3,99.3,25.8,37.2
000005,10059,629.4,111.9,26.4,40.2
000005,10083,551.4,92.7,28.8,35.1
000005,10033,559.2,122.4,25.8,31.5
000005,10012,461.7,112.5,26.4,36.9
000005,10076,748.5,128.25,25.5,36.375
000006,10022,1021.5,164.25,42,53.25
000006,10114,859.5,168.75,39,51
000006,10023,713.25,141.75,44.25,54
000006,10116,1037.17,183.833,38.6667,44
000006,10010,1180.17,169.833,41.1667,45
000006,10005,867.333,142.333,39.3333,44.8333
000006,10115,590.333,175.667,38.3333,44.1667
000006,10021,957.923,133.5,36.9231,42
000006,10117,830.711,163.731,37.5,43.1538
000006,10087,748.154,156.231,32.7115,39.6346
000006,10044,646.558,144.288,35.0769,47.3654
000006,10015,657.286,131.571,30.7143,41.2143
000006,10118,980.214,115.5,27.7143,39.6429
000006,10067,768.929,126,32.2857,39.3571
000006,10119,599.286,120.643,35.3571,40.9286
000006,10006,480,115.5,26.25,38.25
000006,10081,716.25,99.75,25.5,36.75
000006,10059,629.25,111.75,25.5,39.75
000006,10083,555,93,28.5,34.5
000006,10033,561.75,123,26.25,31.5
000006,10012,463.5,112.5,26.25,36.75
000006,10076,749.625,128.438,25.5,36.4688
000007,10022,1021.5,165,41.4,53.4
000007,10114,862.2,169.5,39,50.7
000007,10023,714.3,141.9,44.1,53.7
000007,10116,1038.5,184,38,45
000007,10010,1181,170.5,41,45
000007,10005,868,143.5,38.5,44.5
000007,10115,590.5,176,38.5,44
000007,10021,959.308,133.5,36.8077,42
000007,10117,832.154,164.077,37.5,43.3846
000007,10087,748.385,156.577,32.6538,39.4615
000007,10044,646.269,144.346,35.1923,47.5385
000007,10015,659.143,131.786,30.8571,41.3571
000007,10118,980.357,115.5,27.8571,40.0714
000007,10067,769.714,126,32.1429,39.4286
000007,10119,600.643,121.071,34.9286,40.7143
000007,10006,481.8,115.5,25.8,38.1
000007,10081,718.2,100.2,25.2,36.3
000007,10059,629.1,111.6,24.6,39.3
000007,10083,558.6,93.3,28.2,33.9
000007,10033,564.3,123.6,26.7,31.5
000007,10012,465.3,112.5,26.1,36.6
000007,10076,750.75,128.625,25.5,36.5625
000008,10022,1021.5,165.75,40.8,53.55
000008,10114,864.9,170.25,39,50.4
000008,10023,715.35,142.05,43.95,53.4
000008,10116,1039.83,184.167,37.3333,46
000008,10010,1181.83,171.167,40.8333,45
000008,10005,868.667,144.667,37.6667,44.1667
000008,10115,590.667,176.333,38.6667,43.8333
000008,10021,960.692,133.5,36.6923,42
000008,10117,833.596,164.423,37.5,43.6154
000008,10087,748.615,156.923,32.5962,39.2885
000008,10044,645.981,144.404,35.3077,47.7115
000008,10015,661,132,31,41.5
000008,10118,980.5,115.5,28,40.5
000008,10067,770.5,126,32,39.5
000008,10119,602,121.5,34.5,40.5
000008,10006,483.6,115.5,25.35,37.95
000008,10081,720.15,100.65,24.9,35.85
000008,10059,628.95,111.45,23.7,38.85
000008,10083,562.2,93.6,27.9,33.3
000008,10033,566.85,124.2,27.15,31.5
000008,10012,467.1,112.5,25.95,36.45
000008,10076,751.875,128.813,25.5,36.6563
000009,10022,1021.5,166.5,40.2,53.7
000009,10114,867.6,171,39,50.1
000009,10023,716.4,142.2,43.8,53.1
000009,10116,1041.17,184.333,36.6667,47
000009,10010,1182.67,171.833,40.6667,45
000009,10005,869.333,145.833,36.8333,43.8333
000009,10115,590.833,176.667,38.8333,43.6667
000009,10021,962.077,133.5,36.5769,42
000009,10117,835.039,164.769,37.5,43.8462
000009,10087,748.846,157.269,32.5385,39.1154
000009,10044,645.692,144.462,35.4231,47.8846
000009,10015,662.857,132.214,31.1429,41.6429
000009,10118,980.643,115.5,28.1429,40.9286
000009,10067,771.286,126,31.8571,39.5714
000009,10119,603.357,121.929,34.0714,40.2857
000009,10006,485.4,115.5,24.9,37.8
000009,10081,722.1,101.1,24.6,35.4
000009,10059,628.8,111.3,22.8,38.4
000009,10083,565.8,93.9,27.6,32.7
000009,10033,569.4,124.8,27.6,31.5
000009,10012,468.9,112.5,25.8,36.3
