000001,1,2,1869,264,21,65
000001,7,2,28,855,128,224
000001,8,2,1,751,103,328
000001,9,2,1725,326,48,141
000001,10,2,185,621,143,356
000001,13,2,281,798,86,252
000001,14,2,333,749,105,287
000001,15,2,510,699,155,368
000001,16,2,489,795,70,243
000001,17,2,490,562,97,281
000001,18,2,569,572,94,268
000001,46,2,478,326,63,157
000001,54,3,795,664,306,199
000001,55,3,722,571,342,195
000001,56,1,1669,671,250,343
000001,57,4,1593,557,284,309
000001,58,1,1418,447,294,266
000001,59,1,1366,368,225,194
000001,60,1,1353,325,166,125
000001,61,1,1310,252,138,126
000001,62,2,705,361,37,161
000001,63,1,1288,233,77,68
000001,64,2,774,351,42,134
000001,65,2,773,430,62,180
000001,67,2,638,337,58,123
000001,68,2,596,334,35,146
000001,66,2,714,333,30,123
000001,69,2,849,396,48,212
000001,88,2,774,425,56,188
000001,90,2,769,334,42,133
000001,91,2,745,386,36,99
000001,94,2,1029,287,27,118
000001,95,2,997,286,34,122
000001,100,2,829,308,34,88
000001,110,2,1763,221,25,72
000001,111,2,1745,215,22,81
000001,112,2,1727,216,23,80
000001,113,2,1708,216,20,80
000001,127,2,1036,281,8,31
000002,1,2,1869,264.4,21.4,64.4
000002,8,2,0.9,749.2,107.9,329.8
000002,7,2,30.9,852.4,130.5,226.6
000002,9,2,1720.3,325.9,49.2,141.3
000002,10,2,189.6,618,140.8,354.5
000002,14,2,336.7,748,105.7,288
000002,13,2,282.2,796.3,88.4,251.4
000002,15,2,514.6,696.4,154.4,369
000002,16,2,490.9,790.9,71.8,244.7
000002,18,2,568.9,570.9,94.7,268
000002,17,2,490.8,560.9,96.4,281.2
000002,46,2,477.8,326.2,63.2,157.2
000002,54,3,795.002,663.992,306.004,199.008
000002,55,3,722.004,571.001,341.997,195
000002,56,1,1668.99,671.003,250.01,343.019
000002,57,4,1593,556.999,284.004,309.005
000002,58,1,1418,446.998,294.001,266.005
000002,59,1,1366,368.002,224.996,194
000002,60,1,1353,324.998,166.005,125.007
000002,61,1,1310,252.003,138,126
000002,62,2,704,360.8,38.2,161.4
000002,64,2,773.994,351.008,42.0046,133.997
000002,67,2,637,337.2,58.4,124
000002,68,2,596.04,334,34.94,145.96
000002,66,2,713.81,332.976,30.1429,123.119
000002,69,2,848.675,396.15,48.375,211.85
000002,88,2,773.9,424.967,56.1333,187.933
000002,90,2,765.333,333.333,44.3333,135
000002,91,2,744.5,389.5,35,96
000002,94,2,1029.25,287.5,26.75,116.75
000002,95,2,997.111,285.556,34.2222,122.667
000002,100,2,827.556,307.556,34.8889,90.3333
000002,110,2,1763,220.999,24.9996,72.0022
000002,111,2,1745,215.003,22.002,80.9972
000002,112,2,1727,216,22.9996,80.0011
000002,113,2,1708,216,19.9996,80
000002,127,2,1035.2,277.5,10.4,34.3
000003,1,2,1869,264.8,21.8,63.8
000003,8,2,0.8,747.4,112.8,331.6
000003,7,2,33.8,849.8,133,229.2
000003,9,2,1715.6,325.8,50.4,141.6
000003,10,2,194.2,615,138.6,353
000003,14,2,340.4,747,106.4,289
000003,13,2,283.4,794.6,90.8,250.8
000003,15,2,519.2,693.8,153.8,370
000003,16,2,492.8,786.8,73.6,246.4
000003,18,2,568.8,569.8,95.4,268
000003,17,2,491.6,559.8,95.8,281.4
000003,46,2,477.6,326.4,63.4,157.4
000003,54,3,795.004,663.984,306.007,199.016
000003,55,3,722.008,571.001,341.995,195
000003,56,1,1668.98,671.007,250.019,343.037
000003,57,4,1593,556.997,284.008,309.01
000003,58,1,1418,446.996,294.002,266.01
000003,59,1,1366.01,368.004,224.991,194
000003,60,1,1353,324.996,166.01,125.014
000003,61,1,1310,252.007,137.999,126
000003,62,2,703,360.6,39.4,161.8
000003,64,2,773.988,351.016,42.0092,133.993
000003,67,2,636,337.4,58.8,125
000003,68,2,596.08,334,34.88,145.92
000003,66,2,713.619,332.952,30.2857,123.238
000003,69,2,848.35,396.3,48.75,211.7
000003,88,2,773.8,424.933,56.2667,187.867
000003,90,2,761.667,332.667,46.6667,137
000003,91,2,744,393,34,93
000003,94,2,1029.5,288,26.5,115.5
000003,95,2,997.222,285.111,34.4444,123.333
000003,100,2,826.111,307.111,35.7778,92.6667
000003,110,2,1763,220.999,24.9993,72.0044
000003,111,2,1745,215.006,22.004,80.9943
000003,112,2,1727,215.999,22.9993,80.0022
000003,113,2,1708,216,19.9993,80
000003,127,2,1034.4,274,12.8,37.6
000004,1,2,1869,265.2,22.2,63.2
000004,8,2,0.7,745.6,117.7,333.4
000004,7,2,36.7,847.2,135.5,231.8
000004,9,2,1710.9,325.7,51.6,141.9
000004,10,2,198.8,612,136.4,351.5
000004,14,2,344.1,746,107.1,290
000004,13,2,284.6,792.9,93.2,250.2
000004,15,2,523.8,691.2,153.2,371
000004,16,2,494.7,782.7,75.4,248.1
000004,18,2,568.7,568.7,96.1,268
000004,17,2,492.4,558.7,95.2,281.6
000004,46,2,477.4,326.6,63.6,157.6
000004,54,3,795.006,663.977,306.011,199.024
000004,55,3,722.012,571.002,341.992,195
000004,56,1,1668.97,671.01,250.029,343.056
000004,57,4,1593,556.996,284.012,309.016
000004,58,1,1418.01,446.994,294.003,266.014
000004,59,1,1366.01,368.006,224.987,194
000004,60,1,1353,324.994,166.016,125.021
000004,61,1,1309.99,252.01,137.999,126
000004,62,2,702,360.4,40.6,162.2
000004,64,2,773.983,351.024,42.0139,133.99
000004,67,2,635,337.6,59.2,126
000004,68,2,596.12,334,34.82,145.88
000004,66,2,713.429,332.929,30.4286,123.357
000004,69,2,848.025,396.45,49.125,211.55
000004,88,2,773.7,424.9,56.4,187.8
000004,90,2,758,332,49,139
000004,91,2,740.25,393,35.5,93.5
000004,94,2,1029.75,288.5,26.25,114.25
000004,95,2,997.333,284.667,34.6667,124
000004,100,2,824.667,306.667,36.6667,95
000004,110,2,1763,220.998,24.9989,72.0067
000004,111,2,1744.99,215.01,22.0061,80.9915
000004,112,2,1727,215.999,22.9989,80.0033
000004,113,2,1708,216,19.9989,80
000004,127,2,1033.6,270.5,15.2,40.9
000005,1,2,1869,265.6,22.6,62.6
000005,8,2,0.6,743.8,122.6,335.2
000005,7,2,39.6,844.6,138,234.4
000005,9,2,1706.2,325.6,52.8,142.2
000005,10,2,203.4,609,134.2,350
000005,14,2,347.8,745,107.8,291
000005,13,2,285.8,791.2,95.6,249.6
000005,15,2,528.4,688.6,152.6,372
000005,16,2,496.6,778.6,77.2,249.8
000005,18,2,568.6,567.6,96.8,268
