000001,1,1,1149,362,225,182
000001,2,1,892,562,348,335
000001,118,2,1530,910,135,289
000001,119,2,1670,975,136,224
000002,1,1,1152.4,358.3,224,181.6
000002,2,1,897.7,557.2,345.8,333.1
000002,118,2,1531.2,911.5,134.2,287.5
000002,119,2,1669.9,977.8,136.5,221.2
000003,1,1,1155.8,354.6,223,181.2
000003,2,1,903.4,552.4,343.6,331.2
000003,118,2,1532.4,913,133.4,286
000003,119,2,1669.8,980.6,137,218.4
000004,1,1,1159.2,350.9,222,180.8
000004,2,1,909.1,547.6,341.4,329.3
000004,118,2,1533.6,914.5,132.6,284.5
000004,119,2,1669.7,983.4,137.5,215.6
000005,1,1,1162.6,347.2,221,180.4
000005,2,1,914.8,542.8,339.2,327.4
000005,118,2,1534.8,916,131.8,283
000005,119,2,1669.6,986.2,138,212.8
000006,1,1,1166,343.5,220,180
000006,2,1,920.5,538,337,325.5
000006,118,2,1536,917.5,131,281.5
000006,119,2,1669.5,989,138.5,210
000007,1,1,1169.4,339.8,219,179.6
000007,2,1,926.2,533.2,334.8,323.6
000007,118,2,1537.2,919,130.2,280
000007,119,2,1669.4,991.8,139,207.2
000008,1,1,1172.8,336.1,218,179.2
000008,2,1,931.9,528.4,332.6,321.7
000008,118,2,1538.4,920.5,129.4,278.5
000008,119,2,1669.3,994.6,139.5,204.4
000009,1,1,1176.2,332.4,217,178.8
000009,2,1,937.6,523.6,330.4,319.8
000009,118,2,1539.6,922,128.6,277
000009,119,2,1669.2,997.4,140,201.6
000010,1,1,1179.6,328.7,216,178.4
000010,2,1,943.3,518.8,328.2,317.9
000010,118,2,1540.8,923.5,127.8,275.5
000010,119,2,1669.1,1000.2,140.5,198.8
000011,1,1,1183,325,215,178
000011,2,1,949,514,326,316
000011,118,2,1542,925,127,274
000011,119,2,1669,1003,141,196
000012,1,1,1187,321.1,213.4,177.1
000012,2,1,956.1,508.1,323.1,313.1
000012,118,2,1541.9,927.9,126.3,271.1
000012,119,2,1668.8,1005.2,141.6,193.8
000013,1,1,1191,317.2,211.8,176.2
000013,2,1,963.2,502.2,320.2,310.2
000013,118,2,1541.8,930.8,125.6,268.2
000013,119,2,1668.6,1007.4,142.2,191.6
000014,1,1,1195,313.3,210.2,175.3
000014,2,1,970.3,496.3,317.3,307.3
000014,118,2,1541.7,933.7,124.9,265.3
000014,119,2,1668.4,1009.6,142.8,189.4
000015,1,1,1199,309.4,208.6,174.4
000015,2,1,977.4,490.4,314.4,304.4
000015,118,2,1541.6,936.6,124.2,262.4
000015,119,2,1668.2,1011.8,143.4,187.2
000016,1,1,1203,305.5,207,173.5
000016,2,1,984.5,484.5,311.5,301.5
000016,118,2,1541.5,939.5,123.5,259.5
000016,119,2,1668,1014,144,185
000017,1,1,1207,301.6,205.4,172.6
000017,2,1,991.6,478.6,308.6,298.6
000017,118,2,1541.4,942.4,122.8,256.6
000017,119,2,1667.8,1016.2,144.6,182.8
000018,1,1,1211,297.7,203.8,171.7
000018,2,1,998.7,472.7,305.7,295.7
000018,118,2,1541.3,945.3,122.1,253.7
000018,119,2,1667.6,1018.4,145.2,180.6
000019,1,1,1215,293.8,202.2,170.8
000019,2,1,1005.8,466.8,302.8,292.8
000019,118,2,1541.2,948.2,121.4,250.8
000019,119,2,1667.4,1020.6,145.8,178.4
000020,1,1,1219,289.9,200.6,169.9
000020,2,1,1012.9,460.9,299.9,289.9
