000001,1,1,481,0,217,166
000001,2,1,867,0,171,78
000001,3,1,53,77,238,181
000001,4,1,226,0,357,394
000001,5,1,734,104,249,205
000001,6,1,590,335,346,275
000001,7,1,0,733,130,425
000002,1,1,483.5,0,216,163.4
000002,2,1,868,0,170,76.4
000002,3,1,59.1,73.4,235.9,180.1
000002,4,1,232.1,0.1,352.2,388.9
000002,5,1,736.5,101.4,247.3,203.3
000002,6,1,594.2,329.5,343.3,273.7
000002,7,1,0.1,720.1,139.1,418.7
000003,1,1,486,0,215,160.8
000003,2,1,869,0,169,74.8
000003,3,1,65.2,69.8,233.8,179.2
000003,4,1,238.2,0.2,347.4,383.8
000003,5,1,739,98.8,245.6,201.6
000003,6,1,598.4,324,340.6,272.4
000003,7,1,0.2,707.2,148.2,412.4
000004,1,1,488.5,0,214,158.2
000004,2,1,870,0,168,73.2
000004,3,1,71.3,66.2,231.7,178.3
000004,4,1,244.3,0.3,342.6,378.7
000004,5,1,741.5,96.2,243.9,199.9
000004,6,1,602.6,318.5,337.9,271.1
000004,7,1,0.3,694.3,157.3,406.1
000005,1,1,491,0,213,155.6
000005,2,1,871,0,167,71.6
000005,3,1,77.4,62.6,229.6,177.4
000005,4,1,250.4,0.4,337.8,373.6
000005,5,1,744,93.6,242.2,198.2
000005,6,1,606.8,313,335.2,269.8
000005,7,1,0.4,681.4,166.4,399.8
000006,1,1,493.5,0,212,153
000006,2,1,872,0,166,70
000006,3,1,83.5,59,227.5,176.5
000006,4,1,256.5,0.5,333,368.5
000006,5,1,746.5,91,240.5,196.5
000006,6,1,611,307.5,332.5,268.5
000006,7,1,0.5,668.5,175.5,393.5
000007,1,1,496,0,211,150.4
000007,2,1,873,0,165,68.4
000007,3,1,89.6,55.4,225.4,175.6
000007,4,1,262.6,0.6,328.2,363.4
000007,5,1,749,88.4,238.8,194.8
000007,6,1,615.2,302,329.8,267.2
000007,7,1,0.6,655.6,184.6,387.2
000008,1,1,498.5,0,210,147.8
000008,2,1,874,0,164,66.8
000008,3,1,95.7,51.8,223.3,174.7
000008,4,1,268.7,0.7,323.4,358.3
000008,5,1,751.5,85.8,237.1,193.1
000008,6,1,619.4,296.5,327.1,265.9
000008,7,1,0.7,642.7,193.7,380.9
000009,1,1,501,0,209,145.2
000009,2,1,875,0,163,65.2
000009,3,1,101.8,48.2,221.2,173.8
000009,4,1,274.8,0.8,318.6,353.2
000009,5,1,754,83.2,235.4,191.4
000009,6,1,623.6,291,324.4,264.6
000009,7,1,0.8,629.8,202.8,374.6
000010,1,1,503.5,0,208,142.6
000010,2,1,876,0,162,63.6
000010,3,1,107.9,44.6,219.1,172.9
000010,4,1,280.9,0.9,313.8,348.1
000010,5,1,756.5,80.6,233.7,189.7
000010,6,1,627.8,285.5,321.7,263.3
000010,7,1,0.9,616.9,211.9,368.3
000011,1,1,506,0,207,140
000011,2,1,877,0,161,62
000011,3,1,114,41,217,172
000011,4,1,287,1,309,343
000011,5,1,759,78,232,188
000011,6,1,632,280,319,262
000011,7,1,1,604,221,362
000012,1,1,509.5,0,205.2,137.9
000012,3,1,119.5,38.6,217,170.5
000012,4,1,292,0.9,307.4,338.3
000012,5,1,761,75.5,231.3,187.1
000012,6,1,635,275.1,316.9,261
000012,7,1,1,594.4,228.4,358.1
000013,1,1,513,0,203.4,135.8
000013,3,1,125,36.2,217,169
000013,4,1,297,0.8,305.8,333.6
000013,5,1,763,73,230.6,186.2
000013,6,1,638,270.2,314.8,260
000013,7,1,1,584.8,235.8,354.2
000014,1,1,516.5,0,201.6,133.7
000014,3,1,130.5,33.8,217,167.5
000014,4,1,302,0.7,304.2,328.9
000014,5,1,765,70.5,229.9,185.3
000014,6,1,641,265.3,312.7,259
000014,7,1,1,575.2,243.2,350.3
000015,1,1,520,0,199.8,131.6
000015,3,1,136,31.4,217,166
000015,4,1,307,0.6,302.6,324.2
000015,5,1,767,68,229.2,184.4
000015,6,1,644,260.4,310.6,258
000015,7,1,1,565.6,250.6,346.4
000016,1,1,523.5,0,198,129.5
000016,3,1,141.5,29,217,164.5
000016,4,1,312,0.5,301,319.5
000016,5,1,769,65.5,228.5,183.5
000016,6,1,647,255.5,308.5,257
000016,7,1,1,556,258,342.5
000017,1,1,527,0,196.2,127.4
000017,3,1,147,26.6,217,163
000017,4,1,317,0.4,299.4,314.8
000017,5,1,771,63,227.8,182.6
000017,6,1,650,250.6,306.4,256
000017,7,1,1,546.4,265.4,338.6
000018,1,1,530.5,0,194.4,125.3
000018,3,1,152.5,24.2,217,161.5
000018,4,1,322,0.3,297.8,310.1
000018,5,1,773,60.5,227.1,181.7
000018,6,1,653,245.7,304.3,255
000018,7,1,1,536.8,272.8,334.7
000019,1,1,534,0,192.6,123.2
000019,3,1,158,21.8,217,160
000019,4,1,327,0.2,296.2,305.4
000019,5,1,775,58,226.4,180.8
000019,6,1,656,240.8,302.2,254
000019,7,1,1,527.2,280.2,330.8
000020,1,1,537.5,0,190.8,121.1
000020,3,1,163.5,19.4,217,158.5
000020,4,1,332,0.1,294.6,300.7
000020,5,1,777,55.5,225.7,179.9
000020,6,1,659,235.9,300.1,253
000020,7,1,1,517.6,287.6,326.9
000021,1,1,541,0,189,119
000021,3,1,169,17,217,157
000021,4,1,337,0,293,296
000021,5,1,779,53,225,179
000021,6,1,662,231,298,252
000021,7,1,1,508,295,323
000021,8,1,54,956,564,241
000022,1,1,541.7,0.1,189.4,117.1
000022,3,1,174,15.3,214.5,155.5
000022,4,1,341.3,0.1,292,291.9
000022,5,1,780.5,50.5,224,177.5
000022,6,1,664.5,227,296.5,250.1
000022,7,1,0.9,499.2,302,320.5
000022,8,1,65.9,938.2,558.6,258.8
000023,1,1,542.4,0.2,189.8,115.2
000023,3,1,179,13.6,212,154
000023,4,1,345.6,0.2,291,287.8
000023,5,1,782,48,223,176
000023,6,1,667,223,295,248.2
000023,7,1,0.8,490.4,309,318
000023,8,1,77.8,920.4,553.2,276.6
000024,1,1,543.1,0.3,190.2,113.3
000024,3,1,184,11.9,209.5,152.5
000024,4,1,349.9,0.3,290,283.7
000024,5,1,783.5,45.5,222,174.5
